url,cluster
/buy/russey-keo/land/,6
/new-developments/precious-ruby-apartment/2-bed-1-bath-apartment-241351/,6
/rent/daun-penh/,2
/rent/por-sen-chey/commercial/,8
/rent/bkk-2/land/,6
/buy/phnom-penh/condo/,2
/rent/7-makara/house/,5
/rent/phnom-penh/condo/,2
/buy/chroy-changvar/condo/,1
/boreys/borey-peng-huoth-the-star-platinum-eco-melody/,6
/rent/7-makara/condo/,5
/buy/bkk-1/condo/,6
/rent/sen-sok/,7
/rent/por-sen-chey/land/,8
/rent/bkk-2/condo/,6
/buy/toul-tum-poung-1/condo/,0
/rent/toul-kork/apartment/,0
/buy/chamkarmon/,3
/boreys/borey-peng-huoth-the-star-platinum-eco-melody/4-bed-5-bath-twin-villa-243814/,6
/rent/chey-chumneah/1-bed-1-bath-house-249337/,5
/rent/toul-kork/house/,0
/rent/bkk-1/,6
/buy/bkk-2/condo/,6
https://twitter.com/realestatecomkh,6
/rent/russey-keo/commercial/,5
/rent/chroy-changvar/house/,1
/buy/chroy-changvar/,1
/buy/russey-keo/house/,6
/rent/bkk-1/apartment/,6
/rent/phnom-penh/house/,2
/rent/tonle-bassac/condo/,9
/buy/tonle-bassac/,9
/buy/chamkarmon/land/,3
https://www.linkedin.com/company/realestatecomkh/,6
/buy/toul-tum-poung-1/apartment/,0
/new-developments/the-peninsula-private-residences/1-bed-1-bath-condo-228573/,0
https://www.youtube.com/channel/UCiw3t93fg_EMVnWuGysjQ7g,6
/rent/por-sen-chey/apartment/,8
https://www.facebook.com/realestate.com.kh/,6
